Embryological_type,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut
hsa-miR-29a(1),-5.907764152,-7.00153187,-8.775396355,-6.564850761,-6.330467643,-6.432945207,-5.851291404,-7.08433775,-6.618522016,-6.854355284,-6.539774406,-5.840435539,-8.46342873,-5.266729219,-5.770545129,-7.354630086,-6.219989562,-6.548699657,-7.027835443,-6.672825448,-5.910596788,-6.555666413,-8.224299609,-4.748156959,-5.85742351,-6.000585414,-5.961072841,-5.266346478,-5.515698485,-5.994509476,-6.387516369,-6.336032391,-5.495653344,-6.526455035,-6.864541495,-5.908990436,-6.314474568,-6.750313799,-4.701726304,-6.443502128,-5.434693638,-5.378739675,-4.98548478,-6.115609651,-6.628371181,-5.062015257,-5.413970653,-6.213939694,-6.992417673,-6.253471239,-6.776130171,-6.221138138,-6.285382619,-6.394275172,-7.431758053,-6.989757256,-7.216074973
hsa-miR-146b(1),-11.41184977,-13.65544416,-14.87845723,-8.73330096,-13.2769755,-9.053468597,-10.9053467,-12.06088329,-12.79196606,-8.474916404,-9.641331952,-10.50562888,-12.27903905,-10.75488926,-10.85726919,-11.41980406,-11.11527287,-11.26999353,-11.99623848,-12.30524625,-10.67366692,-12.74322699,-13.40487372,-10.75006842,-11.07660671,-13.19134256,-10.36539653,-11.74476596,-10.50246735,-11.33148841,-10.06085093,-11.36955898,-9.609755444,-9.936170264,-10.19165804,-10.64955975,-8.769804307,-9.872997719,-11.74935798,-10.09760168,-11.86594241,-11.38385656,-12.01565932,-9.774874911,-10.46487212,-12.70693977,-12.51813527,-10.41238249,-13.97737226,-11.53973213,-10.25230665,-11.73401275,-10.48238277,-11.08842952,-12.9120112,-12.3073068,-12.49052504
hsa-miR-124(3),-16.96071491,-14.78182145,-29.89735285,-16.4590808,-15.41429288,-29.89735285,-16.72523792,-15.94971592,-29.89735285,-16.17668107,-18.92437307,-18.60964047,-29.89735285,-20.76036174,-18.85432557,-11.4124985,-21.80989001,-19.05972492,-29.89735285,-29.89735285,-16.68820414,-19.50933557,-29.89735285,-18.69278171,-20.91151092,-29.89735285,-16.40800661,-18.49327572,-29.89735285,-20.86668572,-29.89735285,-20.09160898,-21.94898562,-20.01318233,-16.11394531,-18.3806679,-10.96465654,-18.59814484,-29.89735285,-29.89735285,-17.25124421,-29.89735285,-21.03937186,-15.98671012,-29.89735285,-16.27621674,-20.12091982,-20.3777166,-29.89735285,-29.89735285,-10.77814067,-17.23780286,-29.89735285,-22.61195064,-19.41555342,-15.32868416,-29.89735285
hsa-miR-671-5p(1),-13.30951675,-16.48531234,-11.29297337,-12.43662501,-16.42060665,-14.59886064,-18.37575241,-14.15283433,-12.96253323,-13.83986874,-13.20589557,-13.36627605,-11.22841595,-13.96347782,-15.01509192,-12.36943302,-14.39551567,-12.1986075,-11.26584893,-11.62865096,-13.67418073,-17.34420358,-29.89735285,-18.86117924,-17.64468742,-18.33225078,-29.89735285,-14.67229608,-14.63878682,-15.31098216,-11.73327579,-17.49327572,-10.50500818,-10.68408722,-11.1836408,-13.8741183,-12.04462829,-14.25349666,-29.89735285,-11.82342575,-14.44936564,-14.77776323,-14.8741183,-29.89735285,-12.27222908,-15.95887592,-16.12421365,-13.38313194,-20.01013224,-13.64431793,-16.58107132,-15.32868416,-14.40800661,-16.48531234,-16.99610882,-12.10203609,-12.14656737
hsa-miR-1307-3p(1),-11.62474129,-12.9081136,-9.852399826,-10.73487301,-12.24455689,-9.577996057,-12.40629835,-12.41138207,-11.30836379,-9.830903602,-11.12954342,-10.43439334,-8.872076737,-11.88461375,-13.34210468,-8.322468341,-11.75251042,-10.43265356,-10.2559996,-10.96568618,-10.35173976,-11.09686367,-10.15628094,-10.87607191,-12.1235311,-12.23582525,-11.49092776,-10.60295871,-10.06103277,-11.57162139,-8.951916877,-11.01622395,-11.56416256,-11.06439487,-9.780645929,-12.06011299,-10.66841676,-13.8377549,-9.874890215,-8.343957455,-10.89193664,-11.40694067,-11.58462054,-12.67211717,-9.294947574,-12.83486396,-11.32610757,-11.91409757,-12.40977971,-9.965997819,-10.86094847,-12.03823063,-11.89170089,-11.42268835,-10.7394336,-10.19280411,-8.860045872
hsa-miR-574-3p(1),-13.08289556,-14.29060066,-29.89735285,-13.07898288,-12.82951939,-10.43043798,-9.65983477,-13.72993471,-13.7636487,-12.01793114,-11.46384076,-11.67062552,-13.8377549,-12.08749054,-12.26963374,-12.26049462,-12.15391215,-11.6012746,-15.13455559,-14.89594466,-11.97323046,-10.51190328,-10.94477653,-8.580359874,-8.867580352,-10.84623952,-10.74445408,-12.30955337,-11.96190001,-11.20329089,-13.73386041,-10.9373679,-12.2279418,-11.70214888,-12.88440102,-11.98009734,-12.39867502,-11.44141164,-11.91928484,-12.93890209,-11.40028069,-11.50315814,-10.44334681,-10.70864087,-11.1847654,-7.964600318,-9.556692102,-11.07591829,-11.65654289,-11.44243511,-10.86094847,-13.40957561,-12.79426999,-11.31197949,-13.45745706,-14.57753963,-13.28406697
hsa-miR-130a(1),-10.82249275,-11.20368214,-14.87845723,-11.28385473,-11.916226,-11.89992525,-10.44924462,-10.90675857,-11.93266228,-12.20555482,-10.36340912,-9.102729954,-14.1793552,-10.2398896,-10.08467884,-12.9543917,-10.87351459,-11.31257014,-13.64801715,-13.41586873,-10.76677726,-12.23394763,-29.89735285,-10.99025975,-12.19070171,-12.38816549,-11.58324319,-11.58466042,-11.12269447,-11.52901265,-13.14830837,-12.45487096,-9.625847651,-11.1872729,-12.23043541,-9.227910656,-10.03903031,-9.244427376,-11.91928484,-13.9383471,-11.51679456,-11.11321008,-12.61186033,-10.6994235,-12.1023025,-12.75816126,-11.7111322,-9.621337528,-13.4787096,-11.57368232,-12.91303454,-11.84166264,-11.63418912,-11.48498562,-14.78589111,-13.51709473,-14.38313194
hsa-miR-195(1),-11.41332064,-11.64485373,-16.68516048,-12.40181789,-11.08535422,-12.14093335,-10.157162,-11.48951252,-13.82933038,-13.24208769,-11.10374954,-10.40259881,-18.08758473,-10.43546379,-10.98313125,-13.23450371,-11.46840389,-12.26828088,-14.13455559,-13.62050147,-12.08870285,-11.78452141,-15.40174762,-10.55732893,-11.71667151,-12.00100271,-11.33297632,-11.42061851,-12.11640946,-11.48648749,-29.89735285,-11.99834414,-10.88695588,-12.76642038,-13.76164357,-10.38036981,-11.23479573,-10.32283324,-11.11192912,-12.93890209,-10.30989212,-10.83241015,-11.64141606,-10.17386522,-13.68744263,-12.30283871,-11.96065166,-9.559772326,-12.80023632,-12.50656253,-13.97040831,-11.78694091,-11.1334662,-11.46284679,-14.42060665,-14.13196315,-14.38313194
hsa-miR-423-5p(1),-11.42732558,-14.0440433,-10.03423737,-10.48077796,-12.00848477,-10.8999225,-12.59941563,-12.36508826,-12.27585897,-11.5915004,-10.72664291,-10.52750208,-7.73545644,-10.23493829,-11.9062518,-8.317343232,-10.14371171,-9.603623027,-9.885817097,-10.58762339,-12.86630863,-12.6945403,-11.81924375,-13.27435732,-13.21394698,-13.92034131,-12.62842713,-12.54873707,-11.56958095,-12.43224087,-10.48534957,-12.43306238,-8.426263635,-9.648810244,-9.528778188,-10.59807551,-9.757499273,-10.53828538,-10.11192912,-11.27593767,-11.51679456,-12.15168509,-12.11559615,-12.29360337,-10.57178827,-13.23087918,-12.7571222,-10.67108414,-13.06717192,-11.21111224,-12.16761263,-12.03823063,-11.49011414,-12.87853328,-13.09596025,-10.33935262,-11.30831988
hsa-miR-135a(2),-8.272796098,-12.37046396,-10.8149257,-17.07358757,-12.82951939,-13.27843688,-11.0989032,-10.13479887,-7.671781178,-13.13516549,-9.925729316,-13.88936201,-17.0855768,-10.90911475,-16.38313194,-11.09934311,-10.66033667,-16.64321001,-13.86979237,-13.42853792,-29.89735285,-17.34420358,-13.81886844,-17.81055317,-12.02976039,-16.4333177,-9.970998941,-14.4787096,-11.06103123,-14.06614459,-29.89735285,-11.01985003,-10.96836035,-10.43869192,-11.7737164,-15.89594466,-8.800243395,-11.53936279,-29.89735285,-13.9383471,-10.83199457,-15.77776323,-10.74066486,-13.40957561,-29.89735285,-10.20042946,-14.15020886,-8.914654451,-14.51878704,-10.96599782,-14.23947619,-12.33755008,-8.68753482,-16.68820414,-16.0440433,-12.19749577,-12.86903667
